0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
4.379836899985094,4.361672500002896,4.422976700006984,4.377095500007272,4.393305800011149,4.331816000019899,4.497390300006373,4.527083900000434,4.402956500009168,4.376687300013145,4.4983694999828,4.724355199985439,4.511435199994594,4.3545882999897,4.331642199977068,4.875758799986215,4.3000919999904,4.55738630000269,4.466544199996861,4.397589900007006,4.391625999996904,4.343606600014027,4.348845999978948,4.3604209999903105,4.392250199976843,4.49803640000755,4.300539999996545,4.511728399986168,4.435254299984081,4.392563699977472,4.963238800002728,4.585228399984771,4.544868800003314,4.437829200003762,4.377500600006897,4.451971400005277,4.316252599994186,4.329734800005099,4.33258499999647,4.421731999987969,4.406231200002367,4.749369500001194,4.468313700024737,4.391827200015541,4.392116600007284,4.271224700001767,4.389548900013324,4.492172300000675,4.348124999989523,4.4369012999814
